ID	R1	R2	LongFastQ	Fast5	GenomeSize
Sweet_Potato_Chloroplast	NA	NA	https://github.com/IdoBar/workflows-nextflow/raw/resbaz2022/data/sweet-potato-chloroplast-nanopore-reduced.fastq.gz	NA	160k
